id_invoice,issuedDate,country,service,total,discount,tax,invoiceStatus,balance,dueDate,client
41,2023-03-08,Uruguay,AI Solution,5549.13,120.1,514.16,Paid,5943.19,2023-03-20,Company D
59,2022-11-26,Norfolk Island,E-commerce Development,1874.1,67.9,56.54,Overdue,1862.74,2022-12-06,Company A
50,2022-07-27,Ghana,Web Development,524.68,1.6,44.98,Paid,568.06,2022-08-23,Company E
83,2022-12-04,Jamaica,E-commerce Development,4577.05,878.26,336.24,Paid,4035.03,2022-12-16,Company E
5,2023-06-28,Saudi Arabia,AI Solution,9491.07,1811.05,796.32,Overdue,8476.34,2023-07-25,Company B
74,2023-01-12,French Southern Territories,UI/UX Design,426.99,71.15,38.39,Pending,394.23,2023-02-06,Company E
7,2022-11-12,Bahamas,E-commerce Development,4501.95,66.38,65.96,Overdue,4501.53,2022-12-09,Company D
90,2022-10-18,Mongolia,AI Solution,7083.44,1172.02,226.43,Overdue,6137.85,2022-10-30,Company A
80,2023-05-16,Venezuela,IoT Solution,4450.61,97.08,125.02,Overdue,4478.55,2023-05-23,Company D
24,2022-08-17,Guadeloupe,UI/UX Design,462.55,5.59,37.13,Overdue,494.09,2022-08-30,Company A
51,2023-06-11,Cote d'Ivoire,E-commerce Development,4655.59,533.15,185.49,Paid,4307.93,2023-07-08,Company B
69,2022-10-21,Thailand,AI Solution,4005.12,547.16,94.8,Pending,3552.76,2022-11-01,Company D
48,2023-02-28,Algeria,UI/UX Design,772.65,60.47,42.09,Paid,754.27,2023-03-22,Company B
54,2023-03-13,Serbia,E-commerce Development,4478.01,498.79,188.15,Overdue,4167.37,2023-04-02,Company A
98,2023-02-04,Paraguay,AI Solution,5134.25,837.59,77.01,Overdue,4373.67,2023-02-14,Company E
72,2022-11-25,Puerto Rico,IoT Solution,2053.85,292.13,19.39,Pending,1781.11,2022-12-08,Company E
6,2023-06-24,Oman,E-commerce Development,3739.13,603.99,81.91,Overdue,3217.05,2023-07-01,Company C
16,2023-03-09,Cuba,AI Solution,9007.14,328.87,735.63,Paid,9413.9,2023-04-01,Company E
56,2022-08-16,Nauru,Web Development,2670.22,336.65,141.69,Paid,2475.26,2022-08-30,Company A
45,2023-04-04,Holy See (Vatican City State),IoT Solution,3291.99,131.48,299.35,Overdue,3459.86,2023-04-19,Company C
80,2022-08-01,Australia,E-commerce Development,4923.54,100.49,138.68,Overdue,4961.73,2022-08-25,Company B
1,2022-12-03,Ecuador,Mobile App Development,1373.3,187.35,84.61,Pending,1270.56,2023-01-01,Company E
44,2023-02-04,Germany,IoT Solution,6874.88,148.13,329.18,Overdue,7055.93,2023-02-28,Company A
27,2023-02-03,Pitcairn Islands,E-commerce Development,4535.3,89.65,94.78,Overdue,4540.43,2023-02-19,Company B
95,2023-02-18,French Southern Territories,UI/UX Design,930.5,137.59,18.62,Pending,811.53,2023-03-05,Company B
53,2022-11-15,Faroe Islands,IoT Solution,4795.55,814.57,294.64,Pending,4275.62,2022-12-14,Company C
40,2023-06-19,Slovakia (Slovak Republic),E-commerce Development,2782.99,477.08,49.8,Overdue,2355.71,2023-07-08,Company A
45,2022-10-08,Antigua and Barbuda,Mobile App Development,1150.74,207.87,55.25,Pending,998.12,2022-10-22,Company D
34,2023-04-16,Saint Barthelemy,AI Solution,4603.29,766.72,309.4,Overdue,4145.97,2023-05-13,Company D
61,2022-12-29,Mali,Mobile App Development,4025.82,632.17,52.9,Paid,3446.55,2023-01-24,Company A
74,2022-07-16,Dominican Republic,AI Solution,8512.23,1051.87,113.65,Paid,7574.01,2022-08-08,Company A
100,2023-02-16,Trinidad and Tobago,IoT Solution,2130.8,425.01,143.83,Paid,1849.62,2023-03-12,Company B
1,2022-11-03,Western Sahara,AI Solution,4827.79,435.73,458.7,Pending,4850.76,2022-11-20,Company D
64,2022-08-21,Tuvalu,UI/UX Design,284.58,21.53,1.4,Overdue,264.45,2022-09-12,Company A
28,2023-02-02,Estonia,UI/UX Design,263.79,17.91,10.76,Pending,256.64,2023-03-04,Company E
68,2023-07-08,Serbia,Web Development,1259.5,181.58,50.66,Overdue,1128.58,2023-07-19,Company A
2,2023-06-30,Angola,IoT Solution,7805.89,664.06,756.11,Paid,7897.94,2023-07-20,Company B
76,2023-07-08,Guyana,IoT Solution,4570.15,489.11,448.26,Pending,4529.3,2023-07-27,Company A
90,2023-03-29,Honduras,Mobile App Development,1457.77,64.44,125.09,Overdue,1518.42,2023-04-13,Company C
17,2022-10-27,Gambia,Web Development,2291.99,215.75,183.07,Overdue,2259.31,2022-11-08,Company E
28,2022-11-04,Belarus,E-commerce Development,4125.97,253.68,96.46,Paid,3968.75,2022-11-20,Company A
35,2023-02-24,Papua New Guinea,Web Development,1653.12,54.64,130.99,Paid,1729.47,2023-03-20,Company A
94,2022-07-11,Tanzania,Mobile App Development,4586.13,247.88,324.64,Pending,4662.89,2022-08-02,Company E
19,2023-02-09,Antarctica (the territory South of 60 deg S),Mobile App Development,1083.09,60.81,88.93,Pending,1111.21,2023-02-26,Company C
43,2023-04-09,Bangladesh,AI Solution,4415.96,419.49,220.46,Overdue,4216.93,2023-05-05,Company E
85,2023-01-14,Serbia,IoT Solution,4556.61,80.22,110.7,Paid,4587.09,2023-02-11,Company C
39,2023-07-05,Brunei Darussalam,IoT Solution,7568.94,452.53,477.2,Paid,7593.61,2023-07-21,Company B
35,2023-04-09,Netherlands Antilles,Web Development,2177.96,183.76,7.83,Overdue,2002.03,2023-05-07,Company B
38,2023-02-25,Timor-Leste,AI Solution,6542.37,897.25,80.25,Paid,5725.37,2023-03-21,Company E
96,2023-04-16,Niger,Web Development,2805.62,399.0,124.26,Pending,2530.88,2023-05-02,Company D
14,2023-02-26,China,UI/UX Design,502.77,94.81,38.6,Pending,446.56,2023-03-21,Company B
50,2023-04-07,Korea,Web Development,2971.85,431.48,256.89,Overdue,2797.26,2023-05-04,Company D
61,2022-09-28,Yemen,Web Development,1869.25,192.84,142.59,Pending,1819.0,2022-10-16,Company E
74,2022-12-26,Zambia,UI/UX Design,699.83,2.25,33.58,Paid,731.16,2023-01-23,Company C
43,2023-04-30,Myanmar,E-commerce Development,4134.28,576.54,136.31,Pending,3694.05,2023-05-26,Company E
2,2022-08-18,Denmark,AI Solution,6379.78,118.55,336.44,Pending,6597.67,2022-08-28,Company D
27,2022-12-03,Angola,E-commerce Development,3873.57,600.07,230.81,Paid,3504.31,2022-12-26,Company E
33,2022-12-24,Saint Vincent and the Grenadines,AI Solution,4280.36,553.45,138.97,Pending,3865.88,2023-01-04,Company A
75,2022-10-03,Albania,E-commerce Development,4285.59,52.59,186.45,Paid,4419.45,2022-10-20,Company E
7,2023-05-25,Palestinian Territory,E-commerce Development,2263.22,103.6,52.18,Paid,2211.8,2023-06-22,Company A
39,2023-04-13,Cuba,UI/UX Design,545.53,97.03,40.22,Pending,488.72,2023-04-25,Company D
95,2022-12-05,Swaziland,UI/UX Design,472.06,17.79,39.21,Overdue,493.48,2022-12-28,Company E
96,2022-08-21,Bouvet Island (Bouvetoya),AI Solution,4841.78,688.48,192.55,Overdue,4345.85,2022-08-28,Company B
60,2022-09-19,Malawi,IoT Solution,6588.91,1299.24,610.12,Paid,5899.79,2022-10-17,Company A
22,2022-11-01,Somalia,Web Development,1509.06,301.43,125.08,Paid,1332.71,2022-11-26,Company C
91,2022-10-30,Israel,UI/UX Design,631.21,104.4,40.19,Pending,567.0,2022-11-11,Company C
74,2022-08-27,Turks and Caicos Islands,IoT Solution,4801.35,149.76,235.41,Pending,4887.0,2022-09-25,Company C
97,2022-08-03,Saint Helena,Web Development,2748.17,300.64,17.59,Paid,2465.12,2022-08-20,Company E
35,2023-03-01,Latvia,UI/UX Design,315.74,32.2,25.3,Pending,308.84,2023-03-20,Company A
49,2023-06-04,Guinea,Web Development,1614.2,34.62,28.62,Overdue,1608.2,2023-07-03,Company D
79,2022-10-14,United Kingdom,Mobile App Development,3093.69,269.77,226.75,Pending,3050.67,2022-11-10,Company D
12,2023-03-04,Bahamas,Web Development,864.99,56.75,35.31,Overdue,843.55,2023-03-21,Company A
27,2022-07-26,Switzerland,AI Solution,6345.14,0.74,291.54,Overdue,6635.94,2022-08-23,Company B
77,2023-03-23,Lesotho,IoT Solution,6262.64,328.15,342.64,Paid,6277.13,2023-04-08,Company A
98,2022-09-16,Latvia,Web Development,2363.91,445.4,92.41,Overdue,2010.92,2022-09-27,Company B
23,2023-07-09,Bolivia,AI Solution,6780.41,818.79,201.54,Overdue,6163.16,2023-07-28,Company D
87,2023-06-20,Sierra Leone,E-commerce Development,3505.84,694.72,75.65,Overdue,2886.77,2023-07-03,Company A
98,2023-04-06,French Guiana,UI/UX Design,570.9,64.47,32.08,Overdue,538.51,2023-04-24,Company B
51,2023-01-21,Thailand,Web Development,2810.04,180.15,278.46,Overdue,2908.35,2023-02-09,Company A
30,2022-12-31,French Guiana,UI/UX Design,617.26,79.07,26.58,Pending,564.77,2023-01-26,Company C
32,2022-12-21,Vietnam,UI/UX Design,421.74,3.92,5.74,Pending,423.56,2023-01-15,Company B
73,2022-07-31,Australia,Web Development,507.88,2.89,14.72,Pending,519.71,2022-08-18,Company A
63,2023-07-06,Ukraine,UI/UX Design,734.32,40.39,56.18,Paid,750.11,2023-07-22,Company E
10,2022-07-30,Turkmenistan,E-commerce Development,3838.01,357.97,229.58,Overdue,3709.62,2022-08-12,Company D
38,2023-01-17,Ireland,IoT Solution,6806.99,761.49,538.56,Paid,6584.06,2023-02-02,Company B
80,2023-01-04,Norfolk Island,IoT Solution,7954.97,1440.41,117.98,Paid,6632.54,2023-01-12,Company E
41,2023-06-11,Malta,E-commerce Development,2832.16,368.43,167.75,Overdue,2631.48,2023-07-01,Company A
58,2023-03-12,Saint Pierre and Miquelon,UI/UX Design,660.17,23.28,34.21,Overdue,671.1,2023-03-31,Company E
39,2022-12-13,New Caledonia,UI/UX Design,292.29,47.32,13.33,Pending,258.3,2022-12-30,Company B
83,2022-08-28,Marshall Islands,IoT Solution,2893.58,73.24,285.3,Pending,3105.64,2022-09-24,Company E
79,2022-11-30,Tunisia,E-commerce Development,1110.63,26.69,23.75,Paid,1107.69,2022-12-16,Company E
57,2023-05-28,Tonga,Mobile App Development,3216.94,252.17,189.27,Pending,3154.04,2023-06-12,Company B
87,2023-06-03,Maldives,E-commerce Development,3144.11,94.87,3.79,Pending,3053.03,2023-06-30,Company C
45,2022-11-26,Tuvalu,AI Solution,8850.87,872.06,309.13,Paid,8287.94,2022-12-05,Company A
14,2023-03-02,Isle of Man,E-commerce Development,1490.17,186.29,143.5,Paid,1447.38,2023-03-29,Company A
22,2022-08-13,Yemen,UI/UX Design,578.66,54.08,33.07,Paid,557.65,2022-08-24,Company B
40,2023-01-24,Lao People's Democratic Republic,IoT Solution,3319.93,342.3,27.8,Pending,3005.43,2023-02-01,Company E
80,2023-06-17,Uruguay,E-commerce Development,4191.82,568.4,248.57,Paid,3871.99,2023-06-25,Company D
61,2023-01-04,Nepal,IoT Solution,6262.17,1220.53,573.99,Overdue,5615.63,2023-01-13,Company D
6,2023-06-07,Ecuador,AI Solution,4964.39,82.7,103.35,Paid,4985.04,2023-06-23,Company B
96,2023-01-15,Macao,Web Development,2080.13,314.9,56.3,Overdue,1821.53,2023-02-09,Company E
51,2023-02-28,Grenada,IoT Solution,7592.34,735.5,208.62,Paid,7065.46,2023-03-19,Company B
52,2023-06-25,Thailand,E-commerce Development,1400.01,137.46,94.09,Overdue,1356.64,2023-07-03,Company A
14,2023-04-03,Saint Martin,AI Solution,7346.67,245.68,492.2,Pending,7593.19,2023-04-27,Company E
82,2022-10-19,Martinique,E-commerce Development,3497.77,394.97,80.68,Overdue,3183.48,2022-10-29,Company E
33,2023-02-23,Macao,AI Solution,9561.3,794.49,577.47,Pending,9344.28,2023-03-12,Company C
6,2023-06-11,Sierra Leone,UI/UX Design,539.53,68.4,9.22,Paid,480.35,2023-07-03,Company A
39,2023-06-04,Germany,UI/UX Design,948.56,18.11,53.05,Pending,983.5,2023-06-17,Company A
16,2023-03-04,New Zealand,Web Development,557.87,59.6,22.5,Pending,520.77,2023-03-16,Company A
70,2022-10-20,Italy,AI Solution,9545.15,150.72,545.23,Pending,9939.66,2022-11-12,Company D
85,2022-09-27,Mauritania,UI/UX Design,367.46,70.99,23.16,Overdue,319.63,2022-10-21,Company C
98,2022-07-23,Sweden,Mobile App Development,4157.41,600.82,288.29,Paid,3844.88,2022-08-14,Company B
98,2022-07-13,Singapore,Web Development,2301.75,56.63,180.59,Paid,2425.71,2022-07-22,Company A
30,2022-12-10,Fiji,UI/UX Design,789.05,88.57,60.57,Overdue,761.05,2022-12-17,Company D
98,2023-05-26,Guinea-Bissau,E-commerce Development,4201.17,262.22,384.04,Paid,4322.99,2023-06-16,Company E
78,2023-06-23,Thailand,Mobile App Development,4883.3,9.15,433.73,Overdue,5307.88,2023-07-07,Company A
5,2023-06-03,Ethiopia,AI Solution,7495.16,1274.97,677.9,Overdue,6898.09,2023-06-29,Company C
4,2022-09-20,Peru,E-commerce Development,1743.54,263.52,72.73,Pending,1552.75,2022-10-20,Company C
47,2023-06-10,Turks and Caicos Islands,Web Development,794.0,80.12,42.53,Pending,756.41,2023-06-20,Company C
9,2023-04-27,Liechtenstein,UI/UX Design,701.14,15.59,6.9,Overdue,692.45,2023-05-13,Company A
98,2023-05-13,Germany,Web Development,1685.35,251.83,51.4,Overdue,1484.92,2023-06-10,Company C
100,2022-10-02,Guyana,Mobile App Development,2301.93,141.41,25.75,Overdue,2186.27,2022-10-25,Company E
2,2023-06-22,Brazil,Mobile App Development,1255.17,36.21,83.59,Paid,1302.55,2023-07-12,Company A
40,2022-11-10,Chile,Mobile App Development,3476.24,15.16,150.33,Paid,3611.41,2022-12-09,Company D
16,2022-07-10,New Zealand,UI/UX Design,623.89,12.86,20.09,Paid,631.12,2022-08-03,Company D
82,2023-02-20,El Salvador,UI/UX Design,222.17,17.59,18.38,Paid,222.96,2023-03-10,Company A
17,2023-05-25,Bangladesh,AI Solution,7559.04,1145.16,439.49,Paid,6853.37,2023-06-10,Company A
25,2022-08-12,Romania,Mobile App Development,4830.0,717.63,473.66,Pending,4586.03,2022-09-08,Company A
27,2022-10-13,Bhutan,E-commerce Development,3598.52,374.02,160.81,Overdue,3385.31,2022-10-27,Company C
49,2023-01-15,Austria,Mobile App Development,3380.4,304.65,133.4,Pending,3209.15,2023-01-23,Company C
27,2022-09-28,Papua New Guinea,E-commerce Development,4941.56,348.61,247.67,Overdue,4840.62,2022-10-15,Company B
56,2023-05-26,Netherlands Antilles,UI/UX Design,568.56,80.23,15.51,Overdue,503.84,2023-06-20,Company E
1,2023-04-03,Brazil,E-commerce Development,4686.65,183.68,68.39,Pending,4571.36,2023-04-29,Company B
96,2023-06-27,Canada,E-commerce Development,3556.3,592.49,62.81,Overdue,3026.62,2023-07-09,Company C
11,2022-10-07,Sri Lanka,E-commerce Development,3651.38,230.92,104.54,Overdue,3525.0,2022-10-19,Company C
55,2023-05-23,Equatorial Guinea,Mobile App Development,1768.05,271.2,60.09,Overdue,1556.94,2023-06-09,Company C
12,2023-02-10,Hungary,AI Solution,9414.36,5.27,646.98,Overdue,10056.07,2023-03-12,Company C
92,2023-06-07,Sao Tome and Principe,AI Solution,4001.76,647.82,336.99,Overdue,3690.93,2023-07-03,Company B
90,2023-06-20,Benin,AI Solution,7546.79,947.67,109.72,Overdue,6708.84,2023-06-27,Company C
54,2023-06-05,Luxembourg,Web Development,1925.89,363.26,146.42,Overdue,1709.05,2023-06-13,Company C
10,2022-10-19,Burundi,AI Solution,3093.31,445.1,85.25,Overdue,2733.46,2022-11-18,Company B
66,2022-07-25,French Guiana,Mobile App Development,3077.8,210.38,118.79,Pending,2986.21,2022-08-12,Company C
94,2022-12-30,Somalia,Web Development,2145.24,223.31,123.29,Pending,2045.22,2023-01-15,Company A
52,2022-08-25,Solomon Islands,AI Solution,3424.04,186.18,181.38,Overdue,3419.24,2022-09-20,Company D
4,2022-07-10,Libyan Arab Jamahiriya,AI Solution,5214.67,196.89,498.3,Overdue,5516.08,2022-07-30,Company D
4,2023-05-30,Somalia,AI Solution,9777.79,693.93,373.97,Paid,9457.83,2023-06-07,Company E
69,2022-12-28,Canada,IoT Solution,2120.22,100.52,201.22,Paid,2220.92,2023-01-07,Company B
53,2023-01-04,Antarctica (the territory South of 60 deg S),E-commerce Development,2021.94,343.16,139.49,Overdue,1818.27,2023-01-13,Company B
10,2022-10-08,Oman,AI Solution,4526.42,331.88,180.68,Pending,4375.22,2022-11-07,Company C
78,2022-09-26,Guernsey,Web Development,1470.93,225.6,144.29,Paid,1389.62,2022-10-20,Company D
56,2023-06-30,Romania,E-commerce Development,4704.7,426.99,173.16,Pending,4450.87,2023-07-20,Company B
52,2022-10-24,Suriname,E-commerce Development,2079.34,369.99,87.22,Overdue,1796.57,2022-11-19,Company E
55,2023-01-07,Pakistan,Mobile App Development,1200.71,23.44,67.82,Paid,1245.09,2023-01-27,Company E
55,2022-10-14,Gibraltar,Web Development,2210.2,162.28,136.65,Pending,2184.57,2022-11-13,Company B
2,2023-06-14,Australia,AI Solution,5843.3,364.21,18.01,Pending,5497.1,2023-07-11,Company E
87,2023-02-19,Puerto Rico,AI Solution,6297.89,249.77,555.18,Paid,6603.3,2023-02-28,Company B
80,2022-12-05,Timor-Leste,AI Solution,8782.95,850.94,51.45,Pending,7983.46,2022-12-17,Company D
2,2022-10-30,Liberia,IoT Solution,4777.14,754.82,131.91,Overdue,4154.23,2022-11-07,Company A
58,2022-12-24,French Southern Territories,E-commerce Development,3770.57,662.27,372.81,Paid,3481.11,2023-01-14,Company E
36,2022-07-25,Samoa,Web Development,2406.47,324.16,9.91,Overdue,2092.22,2022-08-09,Company B
15,2022-08-15,Trinidad and Tobago,Web Development,2121.54,57.77,2.46,Overdue,2066.23,2022-08-29,Company C
95,2022-09-23,Zambia,UI/UX Design,620.85,122.04,30.3,Paid,529.11,2022-10-18,Company D
79,2022-07-14,Bhutan,Mobile App Development,4752.81,257.57,29.22,Pending,4524.46,2022-08-06,Company B
28,2022-08-18,Kenya,Mobile App Development,1971.37,287.74,16.85,Pending,1700.48,2022-09-03,Company D
15,2023-04-09,British Indian Ocean Territory (Chagos Archipelago),Mobile App Development,1614.99,194.2,46.08,Paid,1466.87,2023-04-27,Company A
37,2022-10-29,Andorra,Web Development,2249.62,51.74,157.31,Paid,2355.19,2022-11-15,Company A
19,2023-07-09,Kazakhstan,Mobile App Development,2162.89,260.92,174.18,Paid,2076.15,2023-08-01,Company D
68,2022-12-03,Bhutan,Mobile App Development,4884.96,287.49,167.4,Pending,4764.87,2022-12-10,Company B
99,2022-09-07,Djibouti,AI Solution,6301.16,347.07,121.8,Overdue,6075.89,2022-09-25,Company B
72,2022-11-13,Australia,E-commerce Development,3589.78,520.99,171.68,Paid,3240.47,2022-11-25,Company E
86,2023-02-04,Rwanda,E-commerce Development,2031.68,158.35,161.42,Paid,2034.75,2023-02-27,Company D
1,2022-11-22,Jamaica,IoT Solution,5501.42,853.04,378.27,Overdue,5026.65,2022-12-07,Company C
93,2022-10-10,Uganda,E-commerce Development,2411.77,324.58,188.32,Paid,2275.51,2022-11-04,Company C
95,2022-07-16,Kuwait,E-commerce Development,3052.64,64.49,12.95,Pending,3001.1,2022-08-06,Company A
76,2022-10-13,Pakistan,Web Development,1167.56,121.29,45.83,Pending,1092.1,2022-10-30,Company A
58,2023-04-14,Uruguay,AI Solution,9385.53,1062.18,493.43,Pending,8816.78,2023-04-24,Company C
69,2022-09-21,Djibouti,AI Solution,6332.81,555.5,250.65,Pending,6027.96,2022-10-01,Company D
99,2023-03-30,British Indian Ocean Territory (Chagos Archipelago),AI Solution,6143.26,486.85,586.19,Pending,6242.6,2023-04-13,Company C
73,2023-04-14,Timor-Leste,AI Solution,9974.46,1210.92,808.65,Paid,9572.19,2023-04-27,Company D
16,2022-12-02,Morocco,Mobile App Development,3074.18,536.75,71.54,Pending,2608.97,2022-12-24,Company C
58,2023-06-02,Brunei Darussalam,Web Development,1950.65,234.93,33.78,Overdue,1749.5,2023-06-23,Company C
5,2022-11-26,Taiwan,UI/UX Design,489.76,21.96,22.78,Overdue,490.58,2022-12-26,Company E
57,2023-04-03,Grenada,Mobile App Development,4420.72,26.06,261.11,Paid,4655.77,2023-05-03,Company A
51,2022-07-15,Kiribati,AI Solution,9055.85,813.77,792.91,Overdue,9034.99,2022-08-09,Company A
85,2022-08-25,Lesotho,AI Solution,7190.16,494.01,570.28,Paid,7266.43,2022-09-24,Company C
39,2023-04-19,British Virgin Islands,Web Development,2674.86,86.69,215.75,Paid,2803.92,2023-05-12,Company D
44,2023-06-26,Papua New Guinea,AI Solution,9065.38,1406.68,780.64,Overdue,8439.34,2023-07-25,Company A
65,2023-05-16,Kiribati,Web Development,1193.58,34.31,46.07,Paid,1205.34,2023-06-11,Company B
4,2023-06-20,Solomon Islands,AI Solution,7614.45,1163.2,697.9,Overdue,7149.15,2023-07-07,Company E
63,2023-04-10,Isle of Man,Mobile App Development,3177.72,96.8,188.83,Overdue,3269.75,2023-04-17,Company E
69,2023-04-06,Kiribati,Web Development,2694.84,181.62,6.14,Overdue,2519.36,2023-04-30,Company D
25,2023-04-01,Finland,Mobile App Development,2371.54,66.0,13.1,Pending,2318.64,2023-04-19,Company C
61,2023-05-05,Serbia,IoT Solution,7421.93,61.41,703.29,Paid,8063.81,2023-05-30,Company D
21,2022-12-24,Niue,E-commerce Development,1285.28,17.54,46.44,Paid,1314.18,2023-01-20,Company A
8,2022-11-09,Uganda,E-commerce Development,3246.43,131.51,254.54,Overdue,3369.46,2022-11-18,Company B
59,2022-12-22,Cyprus,Web Development,2049.79,115.74,6.81,Paid,1940.86,2023-01-05,Company A
6,2023-06-05,Turkmenistan,E-commerce Development,2883.16,570.69,129.88,Paid,2442.35,2023-06-26,Company C
82,2023-03-25,Greenland,Web Development,1835.63,279.74,77.33,Paid,1633.22,2023-04-18,Company D
39,2022-12-12,Cuba,E-commerce Development,1242.84,18.98,9.3,Paid,1233.16,2023-01-04,Company B
9,2023-02-27,Czech Republic,Web Development,1408.49,142.22,61.36,Pending,1327.63,2023-03-12,Company A
100,2023-06-24,Tunisia,Mobile App Development,3657.5,509.4,304.42,Pending,3452.52,2023-07-09,Company A
95,2022-09-24,Belgium,E-commerce Development,3874.08,501.6,280.36,Paid,3652.84,2022-10-10,Company A
46,2022-11-13,Estonia,Web Development,1458.03,96.33,68.02,Overdue,1429.72,2022-11-25,Company C
22,2022-08-14,United States Minor Outlying Islands,Mobile App Development,3907.96,408.5,297.08,Overdue,3796.54,2022-08-22,Company A
48,2023-01-10,Guadeloupe,IoT Solution,6279.04,997.07,536.17,Overdue,5818.14,2023-02-02,Company C
29,2023-03-20,Guyana,E-commerce Development,4264.33,750.76,396.5,Overdue,3910.07,2023-04-01,Company E
19,2022-09-27,Guadeloupe,E-commerce Development,1652.2,200.88,84.33,Overdue,1535.65,2022-10-25,Company C
42,2023-06-17,Mauritania,AI Solution,5241.79,335.46,411.53,Pending,5317.86,2023-07-08,Company B
47,2023-06-25,United Arab Emirates,Mobile App Development,1651.72,210.82,75.88,Overdue,1516.78,2023-07-21,Company C
68,2022-12-13,Argentina,AI Solution,6725.71,1214.71,467.39,Paid,5978.39,2022-12-28,Company C
77,2023-01-31,Denmark,Web Development,1171.89,90.03,44.79,Pending,1126.65,2023-02-26,Company B
100,2022-09-26,Seychelles,UI/UX Design,521.78,3.83,24.84,Pending,542.79,2022-10-23,Company C
59,2022-10-29,Albania,UI/UX Design,959.13,96.34,38.07,Pending,900.86,2022-11-06,Company C
55,2023-02-03,Germany,Web Development,2944.39,439.38,227.28,Pending,2732.29,2023-02-20,Company B
79,2023-06-11,Turks and Caicos Islands,Web Development,1507.27,26.96,55.5,Overdue,1535.81,2023-07-08,Company E
92,2023-03-08,El Salvador,Mobile App Development,3746.29,156.57,199.05,Paid,3788.77,2023-04-07,Company B
92,2022-11-06,Latvia,E-commerce Development,4442.25,837.77,428.7,Overdue,4033.18,2022-11-15,Company D
24,2023-04-10,Bosnia and Herzegovina,Web Development,2260.75,20.67,6.15,Paid,2246.23,2023-05-10,Company E
57,2022-11-13,Czech Republic,AI Solution,9289.98,1700.71,332.94,Pending,7922.21,2022-12-05,Company B
67,2022-07-21,El Salvador,Mobile App Development,2678.81,136.23,95.62,Pending,2638.2,2022-08-06,Company A
51,2023-01-09,Jersey,AI Solution,6495.13,259.58,262.61,Pending,6498.16,2023-01-23,Company B
25,2022-11-16,United States Minor Outlying Islands,E-commerce Development,3043.78,375.98,105.19,Pending,2772.99,2022-11-26,Company E
78,2023-04-25,Uzbekistan,E-commerce Development,2280.05,340.1,101.08,Overdue,2041.03,2023-05-24,Company C
12,2022-07-31,Jamaica,Mobile App Development,1919.73,93.16,136.66,Paid,1963.23,2022-08-22,Company B
19,2023-04-08,Holy See (Vatican City State),UI/UX Design,240.24,23.46,10.31,Overdue,227.09,2023-04-18,Company B
55,2023-04-26,Palau,Mobile App Development,4767.2,106.71,374.17,Pending,5034.66,2023-05-22,Company D
27,2023-04-25,Wallis and Futuna,Web Development,662.39,17.17,16.06,Paid,661.28,2023-05-20,Company E
47,2022-10-14,Ukraine,AI Solution,5455.14,661.65,442.53,Overdue,5236.02,2022-10-22,Company B
47,2022-09-21,Vietnam,Mobile App Development,1830.38,176.34,66.12,Pending,1720.16,2022-10-09,Company E
89,2022-10-22,Suriname,AI Solution,3013.4,486.9,62.49,Paid,2588.99,2022-11-15,Company E
85,2022-08-27,Swaziland,AI Solution,6386.74,1106.66,324.04,Overdue,5604.12,2022-09-13,Company E
73,2023-01-08,Czech Republic,E-commerce Development,1392.59,71.9,6.75,Overdue,1327.44,2023-02-05,Company E
47,2022-12-30,Montenegro,AI Solution,3849.6,293.99,278.06,Paid,3833.67,2023-01-28,Company C
96,2023-06-08,Slovenia,AI Solution,4894.55,564.71,396.83,Paid,4726.67,2023-07-08,Company B
18,2022-07-30,Djibouti,Web Development,2390.36,454.37,48.18,Overdue,1984.17,2022-08-11,Company A
93,2022-10-08,Moldova,Web Development,2635.76,33.36,129.17,Overdue,2731.57,2022-11-06,Company B
33,2023-02-09,Tunisia,Web Development,2210.66,244.56,99.58,Paid,2065.68,2023-03-05,Company D
48,2022-10-02,Burundi,Mobile App Development,4939.86,903.67,209.79,Pending,4245.98,2022-10-19,Company D
32,2022-08-07,Poland,Mobile App Development,4132.31,717.18,163.33,Paid,3578.46,2022-08-29,Company B
9,2022-08-12,Tokelau,Mobile App Development,4856.28,775.49,192.64,Overdue,4273.43,2022-09-06,Company B
76,2023-03-25,Guinea-Bissau,IoT Solution,5825.67,221.5,497.39,Pending,6101.56,2023-04-12,Company B
11,2023-01-01,Benin,UI/UX Design,247.32,31.12,20.62,Paid,236.82,2023-01-19,Company A
58,2023-01-07,Senegal,IoT Solution,5943.3,726.51,218.86,Pending,5435.65,2023-02-06,Company B
71,2023-05-05,Thailand,AI Solution,3994.74,707.65,231.62,Overdue,3518.71,2023-05-14,Company E
54,2023-06-12,Canada,UI/UX Design,966.27,70.95,95.56,Pending,990.88,2023-07-08,Company C
84,2022-11-25,Guatemala,E-commerce Development,4213.67,833.98,133.02,Paid,3512.71,2022-12-10,Company C
20,2022-07-25,Puerto Rico,E-commerce Development,3744.14,609.26,373.12,Overdue,3508.0,2022-08-11,Company C
28,2022-08-26,Lithuania,UI/UX Design,344.61,15.46,6.77,Paid,335.92,2022-09-04,Company A
99,2023-03-06,Reunion,E-commerce Development,2713.36,167.29,271.03,Overdue,2817.1,2023-03-30,Company B
64,2023-03-06,United Arab Emirates,AI Solution,3598.6,421.76,84.9,Paid,3261.74,2023-03-16,Company D
